description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
gems release gcv from stack of x40 zcv	1			0	18	70	40		1	zcv							zcv					100	70	39	39																					gcv																																																										0
gems release gcv from stack of x39 zcv	1			0	18	70	39		1	zcv							zcv					100	70	38	38																					gcv																																																										0
gems release gcv from stack of x38 zcv	1			0	18	70	38		1	zcv							zcv					100	70	37	37																					gcv																																																										0
gems release gcv from stack of x37 zcv	1			0	18	70	37		1	zcv							zcv					100	70	36	36																					gcv																																																										0
gems release gcv from stack of x36 zcv	1			0	18	70	36		1	zcv							zcv					100	70	35	35																					gcv																																																										0
gems release gcv from stack of x35 zcv	1			0	18	70	35		1	zcv							zcv					100	70	34	34																					gcv																																																										0
gems release gcv from stack of x34 zcv	1			0	18	70	34		1	zcv							zcv					100	70	33	33																					gcv																																																										0
gems release gcv from stack of x33 zcv	1			0	18	70	33		1	zcv							zcv					100	70	32	32																					gcv																																																										0
gems release gcv from stack of x32 zcv	1			0	18	70	32		1	zcv							zcv					100	70	31	31																					gcv																																																										0
gems release gcv from stack of x31 zcv	1			0	18	70	31		1	zcv							zcv					100	70	30	30																					gcv																																																										0
gems release gcv from stack of x30 zcv	1			0	18	70	30		1	zcv							zcv					100	70	29	29																					gcv																																																										0
gems release gcv from stack of x29 zcv	1			0	18	70	29		1	zcv							zcv					100	70	28	28																					gcv																																																										0
gems release gcv from stack of x28 zcv	1			0	18	70	28		1	zcv							zcv					100	70	27	27																					gcv																																																										0
gems release gcv from stack of x27 zcv	1			0	18	70	27		1	zcv							zcv					100	70	26	26																					gcv																																																										0
gems release gcv from stack of x26 zcv	1			0	18	70	26		1	zcv							zcv					100	70	25	25																					gcv																																																										0
gems release gcv from stack of x25 zcv	1			0	18	70	25		1	zcv							zcv					100	70	24	24																					gcv																																																										0
gems release gcv from stack of x24 zcv	1			0	18	70	24		1	zcv							zcv					100	70	23	23																					gcv																																																										0
gems release gcv from stack of x23 zcv	1			0	18	70	23		1	zcv							zcv					100	70	22	22																					gcv																																																										0
gems release gcv from stack of x22 zcv	1			0	18	70	22		1	zcv							zcv					100	70	21	21																					gcv																																																										0
gems release gcv from stack of x21 zcv	1			0	18	70	21		1	zcv							zcv					100	70	20	20																					gcv																																																										0
gems release gcv from stack of x20 zcv	1			0	18	70	20		1	zcv							zcv					100	70	19	19																					gcv																																																										0
gems release gcv from stack of x19 zcv	1			0	18	70	19		1	zcv							zcv					100	70	18	18																					gcv																																																										0
gems release gcv from stack of x18 zcv	1			0	18	70	18		1	zcv							zcv					100	70	17	17																					gcv																																																										0
gems release gcv from stack of x17 zcv	1			0	18	70	17		1	zcv							zcv					100	70	16	16																					gcv																																																										0
gems release gcv from stack of x16 zcv	1			0	18	70	16		1	zcv							zcv					100	70	15	15																					gcv																																																										0
gems release gcv from stack of x15 zcv	1			0	18	70	15		1	zcv							zcv					100	70	14	14																					gcv																																																										0
gems release gcv from stack of x14 zcv	1			0	18	70	14		1	zcv							zcv					100	70	13	13																					gcv																																																										0
gems release gcv from stack of x13 zcv	1			0	18	70	13		1	zcv							zcv					100	70	12	12																					gcv																																																										0
gems release gcv from stack of x12 zcv	1			0	18	70	12		1	zcv							zcv					100	70	11	11																					gcv																																																										0
gems release gcv from stack of x11 zcv	1			0	18	70	11		1	zcv							zcv					100	70	10	10																					gcv																																																										0
gems release gcv from stack of x10 zcv	1			0	18	70	10		1	zcv							zcv					100	70	9	9																					gcv																																																										0
gems release gcv from stack of x9 zcv	1			0	18	70	9		1	zcv							zcv					100	70	8	8																					gcv																																																										0
gems release gcv from stack of x8 zcv	1			0	18	70	8		1	zcv							zcv					100	70	7	7																					gcv																																																										0
gems release gcv from stack of x7 zcv	1			0	18	70	7		1	zcv							zcv					100	70	6	6																					gcv																																																										0
gems release gcv from stack of x6 zcv	1			0	18	70	6		1	zcv							zcv					100	70	5	5																					gcv																																																										0
gems release gcv from stack of x5 zcv	1			0	18	70	5		1	zcv							zcv					100	70	4	4																					gcv																																																										0
gems release gcv from stack of x4 zcv	1			0	18	70	4		1	zcv							zcv					100	70	3	3																					gcv																																																										0
gems release gcv from stack of x3 zcv	1			0	18	70	3		1	zcv							zcv					100	70	2	2																					gcv																																																										0
gems release gcv from stack of x2 zcv	1			0	18	70	2		1	zcv							zcv					100	70	1	1																					gcv																																																										0
gems gfv -> stackable zfv	1			0					1	gfv							zfv																																																																																							0
gems stackable zfv -> gfv	1			0	18	70	1		1	zfv							gfv																																																																																							0
gems release gfv from stack of x48 zfv	1			0	18	70	48		1	zfv							zfv					100	70	47	47																					gfv																																																										0
gems release gfv from stack of x47 zfv	1			0	18	70	47		1	zfv							zfv					100	70	46	46																					gfv																																																										0
gems release gfv from stack of x46 zfv	1			0	18	70	46		1	zfv							zfv					100	70	45	45																					gfv																																																										0
gems release gfv from stack of x45 zfv	1			0	18	70	45		1	zfv							zfv					100	70	44	44																					gfv																																																										0
gems release gfv from stack of x44 zfv	1			0	18	70	44		1	zfv							zfv					100	70	43	43																					gfv																																																										0
gems release gfv from stack of x43 zfv	1			0	18	70	43		1	zfv							zfv					100	70	42	42																					gfv																																																										0
gems release gfv from stack of x42 zfv	1			0	18	70	42		1	zfv							zfv					100	70	41	41																					gfv																																																										0
gems release gfv from stack of x41 zfv	1			0	18	70	41		1	zfv							zfv					100	70	40	40																					gfv																																																										0
gems release gfv from stack of x40 zfv	1			0	18	70	40		1	zfv							zfv					100	70	39	39																					gfv																																																										0
gems release gfv from stack of x39 zfv	1			0	18	70	39		1	zfv							zfv					100	70	38	38																					gfv																																																										0
gems release gfv from stack of x38 zfv	1			0	18	70	38		1	zfv							zfv					100	70	37	37																					gfv																																																										0
gems release gfv from stack of x37 zfv	1			0	18	70	37		1	zfv							zfv					100	70	36	36																					gfv																																																										0
gems release gfv from stack of x36 zfv	1			0	18	70	36		1	zfv							zfv					100	70	35	35																					gfv																																																										0
gems release gfv from stack of x35 zfv	1			0	18	70	35		1	zfv							zfv					100	70	34	34																					gfv																																																										0
gems release gfv from stack of x34 zfv	1			0	18	70	34		1	zfv							zfv					100	70	33	33																					gfv																																																										0
gems release gfv from stack of x33 zfv	1			0	18	70	33		1	zfv							zfv					100	70	32	32																					gfv																																																										0
gems release gfv from stack of x32 zfv	1			0	18	70	32		1	zfv							zfv					100	70	31	31																					gfv																																																										0
gems release gfv from stack of x31 zfv	1			0	18	70	31		1	zfv							zfv					100	70	30	30																					gfv																																																										0
gems release gfv from stack of x30 zfv	1			0	18	70	30		1	zfv							zfv					100	70	29	29																					gfv																																																										0
gems release gfv from stack of x29 zfv	1			0	18	70	29		1	zfv							zfv					100	70	28	28																					gfv																																																										0
gems release gfv from stack of x28 zfv	1			0	18	70	28		1	zfv							zfv					100	70	27	27																					gfv																																																										0
gems release gfv from stack of x27 zfv	1			0	18	70	27		1	zfv							zfv					100	70	26	26																					gfv																																																										0
gems release gfv from stack of x26 zfv	1			0	18	70	26		1	zfv							zfv					100	70	25	25																					gfv																																																										0
gems release gfv from stack of x25 zfv	1			0	18	70	25		1	zfv							zfv					100	70	24	24																					gfv																																																										0
gems release gfv from stack of x24 zfv	1			0	18	70	24		1	zfv							zfv					100	70	23	23																					gfv																																																										0
